row_id,person_id,question,aligner_model,prompt_version,cache_key,alignments,unsupported_ai_claims,human_claim_count,ai_claim_count,aligned_count,partial_count,contradicted_count,missing_count,unsupported_count,claim_coverage_rate,strict_alignment_rate,unsupported_rate,status,cached
11,s_human,"which personal care products, if any, do you regularly buy in larger/bulk quantities?",gpt-5.6,alignment-v2,8de244c7533ba5b82c6840b2ea94137e889a3762972399741530f471e599af99,"[{'human_claim_id': 'h1', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions buying body wash in larger or bulk quantities.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions buying hand wash in larger or bulk quantities.'}, {'human_claim_id': 'h3', 'ai_claim_id': 'a1', 'label': 'partial', 'rationale': 'Both concern obtaining a facial skincare product in quantity, but the AI describes regularly buying a specific toner in bulk rather than a general dislike of large-sized face products.'}, {'human_claim_id': 'h4', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions hair shampoo or a dislike of buying it in large sizes.'}]","[{'ai_claim_id': 'a2', 'rationale': 'The claim about buying a specific niacinamide serum in bulk was not used to support a human claim.'}, {'ai_claim_id': 'a3', 'rationale': ""No human claim states that skincare products are essential to the respondent's routine.""}, {'ai_claim_id': 'a4', 'rationale': 'No human claim mentions maintaining a consistent supply as a reason for bulk purchases.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim discusses product effectiveness for oily, acne-prone skin.'}]",4,5,0,1,0,3,4,0.25,0.0,0.8,completed,False
12,g_human,"which personal care products, if any, do you regularly buy in larger/bulk quantities?",gpt-5.6,alignment-v2,b12b228276a333d64fd808595bdfe92344fea25db23c023ee5af269ad926b781,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'Buying shampoo in bulk regularly is incompatible with almost always buying only one personal care item near depletion.'}, {'human_claim_id': 'h2', 'ai_claim_id': 'a2', 'label': 'contradicted', 'rationale': 'Regularly buying deodorant in bulk conflicts with buying two of the same product only on rare occasions.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim identifies a discount as the reason for occasionally buying two units.'}]","[{'ai_claim_id': 'a3', 'rationale': 'Daily use of Head & Shoulders is not addressed by any human claim.'}, {'ai_claim_id': 'a4', 'rationale': 'Daily use of Nivea roll-on deodorant is not addressed by any human claim.'}, {'ai_claim_id': 'a5', 'rationale': 'Trust in Head & Shoulders for effectiveness is not addressed by any human claim.'}, {'ai_claim_id': 'a6', 'rationale': 'Trust in Nivea roll-on deodorant for effectiveness is not addressed by any human claim.'}, {'ai_claim_id': 'a7', 'rationale': 'Avoiding frequent shopping trips is a different purchasing reason from receiving a discount.'}, {'ai_claim_id': 'a8', 'rationale': 'Keeping products on hand is a different purchasing reason from receiving a discount.'}]",3,8,0,0,2,1,6,0.0,0.0,0.75,completed,False
13,c_human,"if you could choose one celebrity to represent a brand of men's or women's skin and body care products that inspires you to make a purchase, who would that celebrity be and why?",gpt-5.6,alignment-v2,dd9b71ab2d934c2cd523d75b7b32bd577c3edb944eebd010a4c9256057e9a484,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'aligned', 'rationale': 'Both claims say the respondent would choose a celebrity to represent the skin and body care brand.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the chosen celebrity would probably be a movie star.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim says the celebrity would need to be handsome and lean.'}, {'human_claim_id': 'h4', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'The human suggests Jacob Elordi or Christian Bale, while the AI makes the incompatible single choice of Emma Watson.'}]","[{'ai_claim_id': 'a2', 'rationale': ""No human claim discusses Emma Watson's practical approach to personal care.""}, {'ai_claim_id': 'a3', 'rationale': ""No human claim discusses Emma Watson's sustainability advocacy.""}, {'ai_claim_id': 'a4', 'rationale': ""No human claim discusses Emma Watson's use of products with non-harmful ingredients.""}, {'ai_claim_id': 'a5', 'rationale': ""No human claim says Emma Watson's consistency aligns with the respondent's values.""}, {'ai_claim_id': 'a6', 'rationale': ""No human claim says Emma Watson's health-conscious choices align with the respondent's values.""}]",4,6,1,0,1,2,5,0.25,0.25,0.8333333333333334,completed,False
14,s_human,"if you could choose one celebrity to represent a brand of men's or women's skin and body care products that inspires you to make a purchase, who would that celebrity be and why?",gpt-5.6,alignment-v2,7e98d2c119eff8e42100c7dd1b2ad151f1c6734b788a02e9235cc6dfcaa16178,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'The human says the respondent does not know whom they would choose, while the AI specifies Hyram Yarbro as their choice.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim says the respondent's choice depends on the day.""}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim states that the respondent's choice changes all the time.""}, {'human_claim_id': 'h4', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'Under the same hypothetical choice, the human names Keira Knightley while the AI names Hyram Yarbro.'}, {'human_claim_id': 'h5', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim attributes a hypothetical choice of Keira Knightley to the respondent's general liking of her.""}]","[{'ai_claim_id': 'a2', 'rationale': ""No human claim discusses Hyram Yarbro's dedication to skincare.""}, {'ai_claim_id': 'a3', 'rationale': ""No human claim discusses Hyram Yarbro's transparency about ingredients.""}, {'ai_claim_id': 'a4', 'rationale': 'No human claim discusses Hyram Yarbro giving practical advice.'}, {'ai_claim_id': 'a5', 'rationale': ""No human claim says Hyram Yarbro's approach aligns with the respondent's values.""}, {'ai_claim_id': 'a6', 'rationale': ""No human claim says Hyram Yarbro's approach aligns with the respondent's needs.""}, {'ai_claim_id': 'a7', 'rationale': 'No human claim discusses Hyram Yarbro recommending effective products.'}, {'ai_claim_id': 'a8', 'rationale': 'No human claim discusses Hyram Yarbro recommending natural products.'}, {'ai_claim_id': 'a9', 'rationale': 'No human claim discusses Hyram Yarbro recommending organic products.'}, {'ai_claim_id': 'a10', 'rationale': ""No human claim discusses Hyram Yarbro recommending products suited to the respondent's skin type.""}]",5,10,0,0,2,3,9,0.0,0.0,0.9,completed,False
15,g_human,"if you could choose one celebrity to represent a brand of men's or women's skin and body care products that inspires you to make a purchase, who would that celebrity be and why?",gpt-5.6,alignment-v2,5638048a3f66dfe92121bf73420d0b9a7f5211c01fb7abe4a14e6b483f6fa5c5,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'Choosing David Beckham as a male celebrity is incompatible with being unable to think of a male celebrity.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions whether the respondent has met male celebrities in real life.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions celebrities being polished with makeup for filming or public events.'}]","[{'ai_claim_id': 'a2', 'rationale': ""No human claim discusses David Beckham's practical approach to personal care.""}, {'ai_claim_id': 'a3', 'rationale': ""No human claim discusses David Beckham's consistent approach to personal care.""}, {'ai_claim_id': 'a4', 'rationale': 'No human claim states that David Beckham embodies reliability.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim states that David Beckham embodies a straightforward lifestyle.'}, {'ai_claim_id': 'a6', 'rationale': ""No human claim discusses David Beckham's long-term commitment to grooming.""}, {'ai_claim_id': 'a7', 'rationale': ""No human claim describes Beckham's grooming commitment as making him trustworthy.""}]",3,7,0,0,1,2,6,0.0,0.0,0.8571428571428571,completed,False
16,c_human,how long have you been using your current brand of toothpaste? do you also remember the last time you switched brands and why?,gpt-5.6,alignment-v2,6aad630ad61721a11ccc65f116d8ff887db5fa49ac0b52e104e4a2c8e8b08db9,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'partial', 'rationale': 'Both state long-term use of the current brand, but “a few years” does not preserve the human claim’s roughly 10-year duration.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent’s mother used to buy the current toothpaste brand.'}, {'human_claim_id': 'h3', 'ai_claim_id': 'a3', 'label': 'partial', 'rationale': 'Both indicate staying with a toothpaste choice, but the AI claim omits that the respondent continued buying the specific brand their mother had bought and instead says it works.'}, {'human_claim_id': 'h4', 'ai_claim_id': 'a2', 'label': 'contradicted', 'rationale': 'The human claim denies any specific reason for switching, while the AI claim asserts better ingredients as a specific reason.'}]","[{'ai_claim_id': 'a4', 'rationale': 'No human claim states a general preference to avoid unnecessary changes.'}]",4,4,0,2,1,1,1,0.5,0.0,0.25,completed,False
17,s_human,how long have you been using your current brand of toothpaste? do you also remember the last time you switched brands and why?,gpt-5.6,alignment-v2,7be19e7f0466d8bb057de5f191d7f17df153f31d225d2b4ed7069939bec1c57a,"[{'human_claim_id': 'h1', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent is relatively indifferent to toothpaste brands.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim identifies the respondent's boyfriend as the toothpaste purchaser.""}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim mentions where the toothpaste is purchased.'}, {'human_claim_id': 'h4', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim specifically mentions freshness as a desired toothpaste quality.'}, {'human_claim_id': 'h5', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim specifically mentions toothpaste texture.'}, {'human_claim_id': 'h6', 'ai_claim_id': 'a5', 'label': 'aligned', 'rationale': 'Always seeking transparency about toothpaste ingredients supports that the respondent cares about those ingredients.'}]","[{'ai_claim_id': 'a1', 'rationale': 'No human claim concerns how long the respondent has used the current brand.'}, {'ai_claim_id': 'a2', 'rationale': 'No human claim states that the respondent previously switched brands.'}, {'ai_claim_id': 'a3', 'rationale': 'No human claim addresses natural ingredients as a reason for the last brand switch.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim addresses effectiveness as a reason for the last brand switch.'}, {'ai_claim_id': 'a6', 'rationale': 'No human claim generally states that the respondent considers how well toothpaste works for them.'}]",6,6,1,0,0,5,5,0.16666666666666666,0.16666666666666666,0.8333333333333334,completed,False
18,g_human,how long have you been using your current brand of toothpaste? do you also remember the last time you switched brands and why?,gpt-5.6,alignment-v2,adacd8cc26ec2af26e82903cb7c7bb57a86cf9e8e181e5947f211141267c7c42,"[{'human_claim_id': 'h1', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent purchased toothpaste last week.'}, {'human_claim_id': 'h2', 'ai_claim_id': 'a2', 'label': 'partial', 'rationale': ""Both claims involve switching toothpaste brands, but the AI gives a definite switch after a friend's recommendation rather than a likely change during last week's purchase.""}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent does not pay attention to toothpaste brands.'}, {'human_claim_id': 'h4', 'ai_claim_id': 'a3', 'label': 'partial', 'rationale': 'Returning to a usual brand implies some movement between brands, but it does not establish regular rotation among 2–3 brands or name the listed brands.'}]","[{'ai_claim_id': 'a1', 'rationale': 'No human claim states that the current toothpaste brand has been used for several years.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim says the respondent returned to a usual brand because it works well.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim expresses a preference for familiar, reliable products.'}]",4,5,0,2,0,2,3,0.5,0.0,0.6,completed,False
19,c_human,"if you would create the perfect body wash for you, what ingredients would it have? what other features you would prefer?",gpt-5.6,alignment-v2,d6f2ca4658c6719a895e1a3250e3284322ea53df6a396a3e930c4329d4687fa7,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a17', 'label': 'aligned', 'rationale': 'Both claims state that the respondent prefers an effective body wash.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim addresses the body wash's price or whether it is overpriced.""}, {'human_claim_id': 'h3', 'ai_claim_id': 'a9', 'label': 'partial', 'rationale': ""Both express concern for sustainability, but the AI claim does not specifically connect sustainability to the body wash's ingredients.""}]","[{'ai_claim_id': 'a1', 'rationale': 'This claim about a gentle formula was not used to support any human claim.'}, {'ai_claim_id': 'a2', 'rationale': 'This claim naming aloe vera or chamomile was not used to support any human claim.'}, {'ai_claim_id': 'a3', 'rationale': 'This claim about keeping skin calm was not used to support any human claim.'}, {'ai_claim_id': 'a4', 'rationale': 'This claim about keeping skin hydrated was not used to support any human claim.'}, {'ai_claim_id': 'a5', 'rationale': 'This claim about a fresh smell was not used to support any human claim.'}, {'ai_claim_id': 'a6', 'rationale': 'This claim about avoiding an overly strong scent was not used to support any human claim.'}, {'ai_claim_id': 'a7', 'rationale': 'This claim about preferring a light scent was not used to support any human claim.'}, {'ai_claim_id': 'a8', 'rationale': 'This claim about preferring a clean scent was not used to support any human claim.'}, {'ai_claim_id': 'a10', 'rationale': 'This claim specifically concerns eco-friendly packaging, not sustainable ingredients.'}, {'ai_claim_id': 'a11', 'rationale': 'This claim about moisturizing skin was not used to support any human claim.'}, {'ai_claim_id': 'a12', 'rationale': 'This claim about avoiding a greasy feeling was not used to support any human claim.'}, {'ai_claim_id': 'a13', 'rationale': 'This claim about avoiding harsh chemicals does not state that the ingredients should be sustainable.'}, {'ai_claim_id': 'a14', 'rationale': 'This claim about excluding sulfates was not used to support any human claim.'}, {'ai_claim_id': 'a15', 'rationale': 'This claim about excluding parabens was not used to support any human claim.'}, {'ai_claim_id': 'a16', 'rationale': 'This claim about simplicity was not used to support any human claim.'}, {'ai_claim_id': 'a18', 'rationale': 'This claim about everyday ease of use was not used to support any human claim.'}]",3,18,1,1,0,1,16,0.6666666666666666,0.3333333333333333,0.8888888888888888,completed,False
20,s_human,"if you would create the perfect body wash for you, what ingredients would it have? what other features you would prefer?",gpt-5.6,alignment-v2,a9e9da09dd1e9ed1eaf625f17133146da950f22ddef908bb3e27520864aa7725,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'partial', 'rationale': 'A preference for organic coconut oil indicates some concern with ingredients, but does not establish their general importance.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim addresses full ingredient transparency.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim says the ingredient list should be clearly displayed on the packaging.'}, {'human_claim_id': 'h4', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'Although some AI claims describe ingredient effects, none says those effects should be stated to the respondent.'}, {'human_claim_id': 'h5', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim specifies a clear glass bottle.'}, {'human_claim_id': 'h6', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'Biodegradable packaging does not express a preference for minimalist packaging.'}, {'human_claim_id': 'h7', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that body-lotion texture is very important.'}, {'human_claim_id': 'h8', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim specifies a soft texture.'}, {'human_claim_id': 'h9', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim specifies a non-heavy texture.'}, {'human_claim_id': 'h10', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'The AI mentions a calming scent from essential oils such as lavender, but does not express a desire for an oud-like scent.'}]","[{'ai_claim_id': 'a2', 'rationale': 'The hydration benefit of coconut oil is not addressed by any human claim.'}, {'ai_claim_id': 'a3', 'rationale': 'The inclusion of aloe vera is not addressed by any human claim.'}, {'ai_claim_id': 'a4', 'rationale': 'The soothing effect of aloe vera is not addressed by any human claim.'}, {'ai_claim_id': 'a5', 'rationale': 'The inclusion of essential oils such as lavender is not addressed by any human claim.'}, {'ai_claim_id': 'a6', 'rationale': 'A calming scent does not match the specifically requested oud-like scent.'}, {'ai_claim_id': 'a7', 'rationale': 'Freedom from harsh chemicals is not asserted by any human claim.'}, {'ai_claim_id': 'a8', 'rationale': 'Biodegradable packaging is distinct from clear glass or minimalist packaging.'}, {'ai_claim_id': 'a9', 'rationale': 'A gentle natural exfoliating element does not express any claimed texture preference.'}, {'ai_claim_id': 'a10', 'rationale': 'Cruelty-free testing is not addressed by any human claim.'}, {'ai_claim_id': 'a11', 'rationale': 'Skin nourishment is not addressed by any human claim.'}, {'ai_claim_id': 'a12', 'rationale': 'Environmental kindness is not addressed by any human claim.'}]",10,12,0,1,0,9,11,0.1,0.0,0.9166666666666666,completed,False
21,g_human,"if you would create the perfect body wash for you, what ingredients would it have? what other features you would prefer?",gpt-5.6,alignment-v2,2f09aba0a60c87b9d076c717ec8bdd6fd7a8895e2dafdec320acb58e91773db2,"[{'human_claim_id': 'h1', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim addresses whether the respondent has investigated body wash ingredients.'}, {'human_claim_id': 'h2', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': 'The human claim denies knowing which ingredients the ideal wash should contain, while the AI specifies real peppermint extract as a wanted ingredient.'}, {'human_claim_id': 'h3', 'ai_claim_id': 'a5', 'label': 'aligned', 'rationale': 'Preferring a mild, herbal fragrance expresses a specific kind of desirable smell.'}, {'human_claim_id': 'h4', 'ai_claim_id': 'a4', 'label': 'aligned', 'rationale': 'Wanting deep moisture is consistent with requiring the body wash not to worsen skin dryness.'}, {'human_claim_id': 'h5', 'ai_claim_id': 'a4', 'label': 'aligned', 'rationale': 'Wanting deep moisture expresses a desire for the body wash to improve dryness.'}]","[{'ai_claim_id': 'a2', 'rationale': 'No human claim mentions a cool or refreshing feel.'}, {'ai_claim_id': 'a3', 'rationale': 'This additional desired ingredient was not needed to support any human claim.'}, {'ai_claim_id': 'a6', 'rationale': 'No human claim specifically mentions an invigorating fragrance.'}, {'ai_claim_id': 'a7', 'rationale': 'No human claim specifically says the fragrance should not be overpowering.'}, {'ai_claim_id': 'a8', 'rationale': 'No human claim addresses packaging or a refillable pump bottle.'}, {'ai_claim_id': 'a9', 'rationale': 'No human claim mentions convenience as a packaging preference reason.'}, {'ai_claim_id': 'a10', 'rationale': 'No human claim mentions waste reduction as a packaging preference reason.'}, {'ai_claim_id': 'a11', 'rationale': 'No human claim addresses making daily use a pleasant ritual.'}, {'ai_claim_id': 'a12', 'rationale': 'No human claim addresses eco-friendliness.'}]",5,12,3,0,1,1,9,0.6,0.6,0.75,completed,False
22,c_human,"Which out of the following type of body lotion you would prefer and why? Option 1 – Dove Body Love Nourished
Radiance Body Lotion Option 2 – Dove Body Love Light Hydration Body Lotion Option 3 – Dove Body Love Pro Age
Body Lotion for Mature Skin Option 4 – Dove Body Love Supple Bounce Body Lotion",gpt-5.6,alignment-v2,4384de5c1a88a11326a8461ece0645edb16172a13f89fc5a999b51f5a005b173,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'aligned', 'rationale': 'Both claims state that the respondent would choose Option 2, Dove Body Love Light Hydration Body Lotion, with the AI adding only mild uncertainty.'}]","[{'ai_claim_id': 'a2', 'rationale': 'This daily-use suitability opinion is not part of the human claim.'}, {'ai_claim_id': 'a3', 'rationale': 'This hydration-level rationale is not stated in the human claim.'}, {'ai_claim_id': 'a4', 'rationale': 'This expectation about heaviness is not stated in the human claim.'}, {'ai_claim_id': 'a5', 'rationale': 'This preference against super-rich lotion is not stated in the human claim.'}, {'ai_claim_id': 'a6', 'rationale': 'This preference against intense lotion is not stated in the human claim.'}, {'ai_claim_id': 'a7', 'rationale': 'This view that light hydration is ideal is not stated in the human claim.'}, {'ai_claim_id': 'a8', 'rationale': 'This belief about everyday use is not part of the human claim.'}, {'ai_claim_id': 'a9', 'rationale': 'This expectation that Option 2 would not feel greasy is not stated in the human claim.'}, {'ai_claim_id': 'a10', 'rationale': 'This expectation that Option 2 would not feel sticky is not stated in the human claim.'}, {'ai_claim_id': 'a11', 'rationale': 'This expectation that Option 2 would leave skin smooth is not stated in the human claim.'}, {'ai_claim_id': 'a12', 'rationale': 'This expectation that Option 2 would leave skin soft is not stated in the human claim.'}]",1,12,1,0,0,0,11,1.0,1.0,0.9166666666666666,completed,True
23,s_human,"Which out of the following type of body lotion you would prefer and why? Option 1 – Dove Body Love Nourished
Radiance Body Lotion Option 2 – Dove Body Love Light Hydration Body Lotion Option 3 – Dove Body Love Pro Age
Body Lotion for Mature Skin Option 4 – Dove Body Love Supple Bounce Body Lotion",gpt-5.6,alignment-v2,f97f61f4e4e0508c6eb354521335af2b763efff4b67365919eb403c51ee2396b,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'partial', 'rationale': ""The AI identifies Option 2 as preferred but omits Option 1 from the respondent's first choices.""}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the preference is based only on the product descriptions.'}, {'human_claim_id': 'h3', 'ai_claim_id': 'a2', 'label': 'aligned', 'rationale': 'Both claims state that the respondent prefers body products that provide hydration.'}, {'human_claim_id': 'h4', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim expresses a preference for a body lotion that nourishes the body.'}]","[{'ai_claim_id': 'a3', 'rationale': 'This additional claim about preferring light hydration was not needed to support an alignment.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim mentions sensitivity to strong scents.'}, {'ai_claim_id': 'a5', 'rationale': ""No human claim mentions appreciation of Dove's mild fragrance.""}, {'ai_claim_id': 'a6', 'rationale': 'No human claim mentions valuing sustainability.'}, {'ai_claim_id': 'a7', 'rationale': ""No human claim discusses Dove's responsible sourcing.""}, {'ai_claim_id': 'a8', 'rationale': ""No human claim discusses Dove's responsible packaging.""}, {'ai_claim_id': 'a9', 'rationale': ""No human claim states that Option 2 fits the respondent's body care routine.""}]",4,9,1,1,0,2,7,0.5,0.25,0.7777777777777778,completed,False
24,g_human,"Which out of the following type of body lotion you would prefer and why? Option 1 – Dove Body Love Nourished
Radiance Body Lotion Option 2 – Dove Body Love Light Hydration Body Lotion Option 3 – Dove Body Love Pro Age
Body Lotion for Mature Skin Option 4 – Dove Body Love Supple Bounce Body Lotion",gpt-5.6,alignment-v2,c85d74efce50c977e84edbd019ad21b63bc02adcffe5995456bc4f595d9e5057,"[{'human_claim_id': 'h1', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim addresses whether the respondent feels addressed by the suggested product names.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim discusses how much attention the respondent pays to personal-care product names.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent pays more attention to visual product designs.'}, {'human_claim_id': 'h4', 'ai_claim_id': 'a1', 'label': 'contradicted', 'rationale': ""The claims select different Dove lotions as the respondent's single required choice.""}]","[{'ai_claim_id': 'a2', 'rationale': 'No human claim mentions quick absorption as a reason for the choice.'}, {'ai_claim_id': 'a3', 'rationale': 'No human claim mentions a weightless skin feel as a reason for the choice.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim discusses layering the lotion with scents due to its lightweight texture.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim discusses the lotion providing an appropriate amount of moisture for everyday comfort.'}]",4,5,0,0,1,3,4,0.0,0.0,0.8,completed,False
25,c_human,"How likely are you to repurchase your preferred personal care brand, and what factors influence your loyalty to that brand?",gpt-5.6,alignment-v2,bf73d09a91f8ffe2ee9d7a3b25a533041880be2a690743a8bdf189e654c4f8db,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'aligned', 'rationale': 'Both claims state that the respondent is likely to repurchase a brand when its product works well for them.'}, {'human_claim_id': 'h2', 'ai_claim_id': 'a6', 'label': 'partial', 'rationale': 'Both identify price as influencing continued brand preference, but the AI claim does not specifically mention affordability or repurchasing.'}, {'human_claim_id': 'h3', 'ai_claim_id': 'a2', 'label': 'partial', 'rationale': 'The AI claim links a pleasant smell to satisfaction with a brand, but not specifically to willingness to repurchase it.'}]","[{'ai_claim_id': 'a3', 'rationale': 'No human claim discusses a preference for brands that care about sustainability.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim discusses packaging practices or perceptions of sustainability.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim discusses ingredient choices or perceptions of sustainability.'}, {'ai_claim_id': 'a7', 'rationale': 'No human claim states that the respondent avoids spending heavily on ineffective products.'}, {'ai_claim_id': 'a8', 'rationale': 'This claim adds a definite intention to stay with a brand under several combined conditions not expressed together in the human claims.'}]",3,8,1,2,0,0,5,1.0,0.3333333333333333,0.625,completed,True
26,s_human,"How likely are you to repurchase your preferred personal care brand, and what factors influence your loyalty to that brand?",gpt-5.6,alignment-v2,5a248ac04130aeed2d309148afaae43b578c2482b1a2e4c26cbb0186c7aa0bec,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a2', 'label': 'partial', 'rationale': 'Both link product performance or quality to loyalty, but effective results are narrower than overall quality and merely influencing loyalty is weaker than sticking with a brand.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent places little importance on the brand itself.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim directly compares the respondent's concern for the product with their concern for the brand.""}]","[{'ai_claim_id': 'a1', 'rationale': 'This general repurchase claim does not specifically express satisfaction with product quality or low concern for branding.'}, {'ai_claim_id': 'a3', 'rationale': 'No human claim specifically mentions clean ingredients.'}, {'ai_claim_id': 'a4', 'rationale': 'No human claim specifically mentions organic ingredients.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim specifically mentions minimalistic packaging.'}, {'ai_claim_id': 'a6', 'rationale': 'No human claim specifically mentions sustainable packaging.'}, {'ai_claim_id': 'a7', 'rationale': 'No human claim specifically mentions alignment with sustainability values.'}, {'ai_claim_id': 'a8', 'rationale': 'No human claim specifically mentions alignment with ethical-practice values.'}]",3,8,0,1,0,2,7,0.3333333333333333,0.0,0.875,completed,False
27,g_human,"How likely are you to repurchase your preferred personal care brand, and what factors influence your loyalty to that brand?",gpt-5.6,alignment-v2,a7c7645bba5c5ccaaff188ab8fd66cf42a7b47bd747eee851f23f836d9ffc383,"[{'human_claim_id': 'h1', 'ai_claim_id': 'a1', 'label': 'aligned', 'rationale': 'Both claims state that the respondent does not have a favorite personal care brand.'}, {'human_claim_id': 'h2', 'ai_claim_id': None, 'label': 'missing', 'rationale': 'No AI claim states that the respondent cannot identify loyalty factors specifically for a favorite personal care brand.'}, {'human_claim_id': 'h3', 'ai_claim_id': None, 'label': 'missing', 'rationale': ""No AI claim identifies high product quality as a factor influencing the respondent's loyalty.""}, {'human_claim_id': 'h4', 'ai_claim_id': 'a4', 'label': 'aligned', 'rationale': 'The AI identifies price as a main loyalty factor, preserving the claim that fair pricing would influence loyalty.'}]","[{'ai_claim_id': 'a2', 'rationale': 'No human claim states that liking, availability, and reasonable pricing usually lead to continued purchasing.'}, {'ai_claim_id': 'a3', 'rationale': 'No human claim identifies convenience as a main loyalty factor.'}, {'ai_claim_id': 'a5', 'rationale': 'No human claim identifies prior issues with using a product as a main loyalty factor.'}]",4,5,2,0,0,2,3,0.5,0.5,0.6,completed,False
